Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Raindays (0.2mm or More),1979M01,Belmullet,Number,25.0
Raindays (0.2mm or More),1979M01,Birr,Number,16.0
Raindays (0.2mm or More),1979M01,Valentia Observatory,Number,25.0
Raindays (0.2mm or More),1979M01,Casement,Number,18.0
Raindays (0.2mm or More),1979M01,Claremorris,Number,21.0
Raindays (0.2mm or More),1979M01,Clones,Number,18.0
Raindays (0.2mm or More),1979M01,Cork airport,Number,21.0
Raindays (0.2mm or More),1979M01,Dublin airport,Number,17.0
Raindays (0.2mm or More),1979M01,Galway,Number,21.0
Raindays (0.2mm or More),1979M01,Kilkenny,Number,22.0
Raindays (0.2mm or More),1979M01,Malin head,Number,24.0
Raindays (0.2mm or More),1979M01,Mullingar,Number,19.0
Raindays (0.2mm or More),1979M01,Roches Point,Number,18.0
Raindays (0.2mm or More),1979M01,Rosslare,Number,18.0
Raindays (0.2mm or More),1979M01,Shannon airport,Number,21.0
Raindays (0.2mm or More),1979M02,Belmullet,Number,14.0
Raindays (0.2mm or More),1979M02,Birr,Number,11.0
Raindays (0.2mm or More),1979M02,Valentia Observatory,Number,19.0
Raindays (0.2mm or More),1979M02,Casement,Number,12.0
Raindays (0.2mm or More),1979M02,Claremorris,Number,15.0
Raindays (0.2mm or More),1979M02,Clones,Number,12.0
Raindays (0.2mm or More),1979M02,Cork airport,Number,17.0
Raindays (0.2mm or More),1979M02,Dublin airport,Number,10.0
Raindays (0.2mm or More),1979M02,Galway,Number,18.0
Raindays (0.2mm or More),1979M02,Kilkenny,Number,15.0
Raindays (0.2mm or More),1979M02,Malin head,Number,9.0
Raindays (0.2mm or More),1979M02,Mullingar,Number,14.0
Raindays (0.2mm or More),1979M02,Roches Point,Number,17.0
Raindays (0.2mm or More),1979M02,Rosslare,Number,15.0
Raindays (0.2mm or More),1979M02,Shannon airport,Number,17.0
Raindays (0.2mm or More),1979M03,Belmullet,Number,26.0
Raindays (0.2mm or More),1979M03,Birr,Number,25.0
Raindays (0.2mm or More),1979M03,Valentia Observatory,Number,27.0
Raindays (0.2mm or More),1979M03,Casement,Number,22.0
Raindays (0.2mm or More),1979M03,Claremorris,Number,24.0
Raindays (0.2mm or More),1979M03,Clones,Number,22.0
Raindays (0.2mm or More),1979M03,Cork airport,Number,24.0
Raindays (0.2mm or More),1979M03,Dublin airport,Number,22.0
Raindays (0.2mm or More),1979M03,Galway,Number,23.0
Raindays (0.2mm or More),1979M03,Kilkenny,Number,19.0
Raindays (0.2mm or More),1979M03,Malin head,Number,25.0
Raindays (0.2mm or More),1979M03,Mullingar,Number,22.0
Raindays (0.2mm or More),1979M03,Roches Point,Number,21.0
Raindays (0.2mm or More),1979M03,Rosslare,Number,18.0
Raindays (0.2mm or More),1979M03,Shannon airport,Number,27.0
Raindays (0.2mm or More),1979M04,Belmullet,Number,21.0
Raindays (0.2mm or More),1979M04,Birr,Number,23.0
Raindays (0.2mm or More),1979M04,Valentia Observatory,Number,19.0
Raindays (0.2mm or More),1979M04,Casement,Number,23.0
Raindays (0.2mm or More),1979M04,Claremorris,Number,22.0
Raindays (0.2mm or More),1979M04,Clones,Number,23.0
Raindays (0.2mm or More),1979M04,Cork airport,Number,14.0
Raindays (0.2mm or More),1979M04,Dublin airport,Number,22.0
Raindays (0.2mm or More),1979M04,Galway,Number,19.0
Raindays (0.2mm or More),1979M04,Kilkenny,Number,22.0
Raindays (0.2mm or More),1979M04,Malin head,Number,22.0
Raindays (0.2mm or More),1979M04,Mullingar,Number,24.0
Raindays (0.2mm or More),1979M04,Roches Point,Number,17.0
Raindays (0.2mm or More),1979M04,Rosslare,Number,20.0
Raindays (0.2mm or More),1979M04,Shannon airport,Number,21.0
Raindays (0.2mm or More),1979M05,Belmullet,Number,26.0
Raindays (0.2mm or More),1979M05,Birr,Number,23.0
Raindays (0.2mm or More),1979M05,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1979M05,Casement,Number,22.0
Raindays (0.2mm or More),1979M05,Claremorris,Number,25.0
Raindays (0.2mm or More),1979M05,Clones,Number,21.0
Raindays (0.2mm or More),1979M05,Cork airport,Number,20.0
Raindays (0.2mm or More),1979M05,Dublin airport,Number,22.0
Raindays (0.2mm or More),1979M05,Galway,Number,26.0
Raindays (0.2mm or More),1979M05,Kilkenny,Number,22.0
Raindays (0.2mm or More),1979M05,Malin head,Number,24.0
Raindays (0.2mm or More),1979M05,Mullingar,Number,22.0
Raindays (0.2mm or More),1979M05,Roches Point,Number,19.0
Raindays (0.2mm or More),1979M05,Rosslare,Number,21.0
Raindays (0.2mm or More),1979M05,Shannon airport,Number,25.0
Raindays (0.2mm or More),1979M06,Belmullet,Number,17.0
Raindays (0.2mm or More),1979M06,Birr,Number,14.0
Raindays (0.2mm or More),1979M06,Valentia Observatory,Number,18.0
Raindays (0.2mm or More),1979M06,Casement,Number,13.0
Raindays (0.2mm or More),1979M06,Claremorris,Number,15.0
Raindays (0.2mm or More),1979M06,Clones,Number,18.0
Raindays (0.2mm or More),1979M06,Cork airport,Number,14.0
Raindays (0.2mm or More),1979M06,Dublin airport,Number,9.0
Raindays (0.2mm or More),1979M06,Galway,Number,15.0
Raindays (0.2mm or More),1979M06,Kilkenny,Number,11.0
Raindays (0.2mm or More),1979M06,Malin head,Number,18.0
Raindays (0.2mm or More),1979M06,Mullingar,Number,16.0
Raindays (0.2mm or More),1979M06,Roches Point,Number,13.0
Raindays (0.2mm or More),1979M06,Rosslare,Number,9.0
Raindays (0.2mm or More),1979M06,Shannon airport,Number,17.0
Raindays (0.2mm or More),1979M07,Belmullet,Number,17.0
Raindays (0.2mm or More),1979M07,Birr,Number,11.0
Raindays (0.2mm or More),1979M07,Valentia Observatory,Number,16.0
Raindays (0.2mm or More),1979M07,Casement,Number,14.0
Raindays (0.2mm or More),1979M07,Claremorris,Number,17.0
Raindays (0.2mm or More),1979M07,Clones,Number,18.0
Raindays (0.2mm or More),1979M07,Cork airport,Number,6.0
Raindays (0.2mm or More),1979M07,Dublin airport,Number,8.0
Raindays (0.2mm or More),1979M07,Galway,Number,14.0
Raindays (0.2mm or More),1979M07,Kilkenny,Number,9.0
Raindays (0.2mm or More),1979M07,Malin head,Number,22.0
Raindays (0.2mm or More),1979M07,Mullingar,Number,16.0
Raindays (0.2mm or More),1979M07,Roches Point,Number,6.0
Raindays (0.2mm or More),1979M07,Rosslare,Number,6.0
Raindays (0.2mm or More),1979M07,Shannon airport,Number,14.0
Raindays (0.2mm or More),1979M08,Belmullet,Number,24.0
Raindays (0.2mm or More),1979M08,Birr,Number,23.0
Raindays (0.2mm or More),1979M08,Valentia Observatory,Number,25.0
Raindays (0.2mm or More),1979M08,Casement,Number,21.0
Raindays (0.2mm or More),1979M08,Claremorris,Number,24.0
Raindays (0.2mm or More),1979M08,Clones,Number,24.0
Raindays (0.2mm or More),1979M08,Cork airport,Number,18.0
Raindays (0.2mm or More),1979M08,Dublin airport,Number,23.0
Raindays (0.2mm or More),1979M08,Galway,Number,25.0
Raindays (0.2mm or More),1979M08,Kilkenny,Number,20.0
Raindays (0.2mm or More),1979M08,Malin head,Number,20.0
Raindays (0.2mm or More),1979M08,Mullingar,Number,22.0
Raindays (0.2mm or More),1979M08,Roches Point,Number,16.0
Raindays (0.2mm or More),1979M08,Rosslare,Number,21.0
Raindays (0.2mm or More),1979M08,Shannon airport,Number,26.0
Raindays (0.2mm or More),1979M09,Belmullet,Number,24.0
Raindays (0.2mm or More),1979M09,Birr,Number,16.0
Raindays (0.2mm or More),1979M09,Valentia Observatory,Number,19.0
Raindays (0.2mm or More),1979M09,Casement,Number,13.0
Raindays (0.2mm or More),1979M09,Claremorris,Number,19.0
Raindays (0.2mm or More),1979M09,Clones,Number,20.0
Raindays (0.2mm or More),1979M09,Cork airport,Number,13.0
Raindays (0.2mm or More),1979M09,Dublin airport,Number,14.0
Raindays (0.2mm or More),1979M09,Galway,Number,18.0
Raindays (0.2mm or More),1979M09,Kilkenny,Number,16.0
Raindays (0.2mm or More),1979M09,Malin head,Number,23.0
Raindays (0.2mm or More),1979M09,Mullingar,Number,17.0
Raindays (0.2mm or More),1979M09,Roches Point,Number,12.0
Raindays (0.2mm or More),1979M09,Rosslare,Number,10.0
Raindays (0.2mm or More),1979M09,Shannon airport,Number,20.0
Raindays (0.2mm or More),1979M10,Belmullet,Number,22.0
Raindays (0.2mm or More),1979M10,Birr,Number,21.0
Raindays (0.2mm or More),1979M10,Valentia Observatory,Number,22.0
Raindays (0.2mm or More),1979M10,Casement,Number,24.0
Raindays (0.2mm or More),1979M10,Claremorris,Number,23.0
Raindays (0.2mm or More),1979M10,Clones,Number,23.0
Raindays (0.2mm or More),1979M10,Cork airport,Number,20.0
Raindays (0.2mm or More),1979M10,Dublin airport,Number,24.0
Raindays (0.2mm or More),1979M10,Galway,Number,20.0
Raindays (0.2mm or More),1979M10,Kilkenny,Number,23.0
Raindays (0.2mm or More),1979M10,Malin head,Number,22.0
Raindays (0.2mm or More),1979M10,Mullingar,Number,23.0
Raindays (0.2mm or More),1979M10,Roches Point,Number,19.0
Raindays (0.2mm or More),1979M10,Rosslare,Number,21.0
Raindays (0.2mm or More),1979M10,Shannon airport,Number,25.0
Raindays (0.2mm or More),1979M11,Belmullet,Number,30.0
Raindays (0.2mm or More),1979M11,Birr,Number,21.0
Raindays (0.2mm or More),1979M11,Valentia Observatory,Number,28.0
Raindays (0.2mm or More),1979M11,Casement,Number,16.0
Raindays (0.2mm or More),1979M11,Claremorris,Number,28.0
Raindays (0.2mm or More),1979M11,Clones,Number,22.0
Raindays (0.2mm or More),1979M11,Cork airport,Number,26.0
Raindays (0.2mm or More),1979M11,Dublin airport,Number,12.0
Raindays (0.2mm or More),1979M11,Galway,Number,27.0
Raindays (0.2mm or More),1979M11,Kilkenny,Number,17.0
Raindays (0.2mm or More),1979M11,Malin head,Number,28.0
Raindays (0.2mm or More),1979M11,Mullingar,Number,15.0
Raindays (0.2mm or More),1979M11,Roches Point,Number,19.0
Raindays (0.2mm or More),1979M11,Rosslare,Number,15.0
Raindays (0.2mm or More),1979M11,Shannon airport,Number,25.0
Raindays (0.2mm or More),1979M12,Belmullet,Number,30.0
Raindays (0.2mm or More),1979M12,Birr,Number,22.0
Raindays (0.2mm or More),1979M12,Valentia Observatory,Number,30.0
Raindays (0.2mm or More),1979M12,Casement,Number,20.0
Raindays (0.2mm or More),1979M12,Claremorris,Number,28.0
Raindays (0.2mm or More),1979M12,Clones,Number,23.0
Raindays (0.2mm or More),1979M12,Cork airport,Number,26.0
Raindays (0.2mm or More),1979M12,Dublin airport,Number,20.0
Raindays (0.2mm or More),1979M12,Galway,Number,28.0
Raindays (0.2mm or More),1979M12,Kilkenny,Number,22.0
Raindays (0.2mm or More),1979M12,Malin head,Number,26.0
Raindays (0.2mm or More),1979M12,Mullingar,Number,22.0
Raindays (0.2mm or More),1979M12,Roches Point,Number,23.0
Raindays (0.2mm or More),1979M12,Rosslare,Number,20.0
Raindays (0.2mm or More),1979M12,Shannon airport,Number,24.0
Raindays (0.2mm or More),1980M01,Belmullet,Number,22.0
Raindays (0.2mm or More),1980M01,Birr,Number,18.0
Raindays (0.2mm or More),1980M01,Valentia Observatory,Number,23.0
Raindays (0.2mm or More),1980M01,Casement,Number,14.0
Raindays (0.2mm or More),1980M01,Claremorris,Number,21.0
Raindays (0.2mm or More),1980M01,Clones,Number,17.0
Raindays (0.2mm or More),1980M01,Cork airport,Number,20.0
Raindays (0.2mm or More),1980M01,Dublin airport,Number,16.0
Raindays (0.2mm or More),1980M01,Galway,Number,19.0
Raindays (0.2mm or More),1980M01,Kilkenny,Number,15.0
Raindays (0.2mm or More),1980M01,Malin head,Number,17.0
Raindays (0.2mm or More),1980M01,Mullingar,Number,16.0
Raindays (0.2mm or More),1980M01,Roches Point,Number,19.0
Raindays (0.2mm or More),1980M01,Rosslare,Number,14.0
Raindays (0.2mm or More),1980M01,Shannon airport,Number,19.0
Raindays (0.2mm or More),1980M02,Belmullet,Number,22.0
Raindays (0.2mm or More),1980M02,Birr,Number,19.0
Raindays (0.2mm or More),1980M02,Valentia Observatory,Number,25.0
Raindays (0.2mm or More),1980M02,Casement,Number,19.0
Raindays (0.2mm or More),1980M02,Claremorris,Number,21.0
Raindays (0.2mm or More),1980M02,Clones,Number,19.0
Raindays (0.2mm or More),1980M02,Cork airport,Number,19.0
Raindays (0.2mm or More),1980M02,Dublin airport,Number,17.0
Raindays (0.2mm or More),1980M02,Galway,Number,21.0
Raindays (0.2mm or More),1980M02,Kilkenny,Number,21.0
Raindays (0.2mm or More),1980M02,Malin head,Number,20.0
Raindays (0.2mm or More),1980M02,Mullingar,Number,20.0
Raindays (0.2mm or More),1980M02,Roches Point,Number,17.0
Raindays (0.2mm or More),1980M02,Rosslare,Number,22.0
Raindays (0.2mm or More),1980M02,Shannon airport,Number,20.0
Raindays (0.2mm or More),1980M03,Belmullet,Number,25.0
Raindays (0.2mm or More),1980M03,Birr,Number,23.0
Raindays (0.2mm or More),1980M03,Valentia Observatory,Number,26.0
Raindays (0.2mm or More),1980M03,Casement,Number,24.0
Raindays (0.2mm or More),1980M03,Claremorris,Number,22.0
Raindays (0.2mm or More),1980M03,Clones,Number,22.0
Raindays (0.2mm or More),1980M03,Cork airport,Number,24.0
Raindays (0.2mm or More),1980M03,Dublin airport,Number,22.0
Raindays (0.2mm or More),1980M03,Galway,Number,22.0
Raindays (0.2mm or More),1980M03,Kilkenny,Number,20.0
Raindays (0.2mm or More),1980M03,Malin head,Number,24.0
Raindays (0.2mm or More),1980M03,Mullingar,Number,24.0
Raindays (0.2mm or More),1980M03,Roches Point,Number,21.0
Raindays (0.2mm or More),1980M03,Rosslare,Number,24.0
Raindays (0.2mm or More),1980M03,Shannon airport,Number,20.0
Raindays (0.2mm or More),1980M04,Belmullet,Number,13.0
Raindays (0.2mm or More),1980M04,Birr,Number,10.0
Raindays (0.2mm or More),1980M04,Valentia Observatory,Number,7.0
Raindays (0.2mm or More),1980M04,Casement,Number,4.0
Raindays (0.2mm or More),1980M04,Claremorris,Number,14.0
Raindays (0.2mm or More),1980M04,Clones,Number,11.0
Raindays (0.2mm or More),1980M04,Cork airport,Number,7.0
Raindays (0.2mm or More),1980M04,Dublin airport,Number,5.0
Raindays (0.2mm or More),1980M04,Galway,Number,8.0
Raindays (0.2mm or More),1980M04,Kilkenny,Number,6.0
Raindays (0.2mm or More),1980M04,Malin head,Number,11.0
Raindays (0.2mm or More),1980M04,Mullingar,Number,10.0
Raindays (0.2mm or More),1980M04,Roches Point,Number,8.0
Raindays (0.2mm or More),1980M04,Rosslare,Number,3.0
Raindays (0.2mm or More),1980M04,Shannon airport,Number,11.0
Raindays (0.2mm or More),1980M05,Belmullet,Number,11.0
Raindays (0.2mm or More),1980M05,Birr,Number,8.0
Raindays (0.2mm or More),1980M05,Valentia Observatory,Number,12.0
Raindays (0.2mm or More),1980M05,Casement,Number,9.0
Raindays (0.2mm or More),1980M05,Claremorris,Number,12.0
Raindays (0.2mm or More),1980M05,Clones,Number,11.0
Raindays (0.2mm or More),1980M05,Cork airport,Number,9.0
Raindays (0.2mm or More),1980M05,Dublin airport,Number,11.0
Raindays (0.2mm or More),1980M05,Galway,Number,11.0
Raindays (0.2mm or More),1980M05,Kilkenny,Number,9.0
Raindays (0.2mm or More),1980M05,Malin head,Number,9.0
Raindays (0.2mm or More),1980M05,Mullingar,Number,10.0
Raindays (0.2mm or More),1980M05,Roches Point,Number,7.0
Raindays (0.2mm or More),1980M05,Rosslare,Number,11.0
Raindays (0.2mm or More),1980M05,Shannon airport,Number,10.0
Raindays (0.2mm or More),1980M06,Belmullet,Number,25.0
Raindays (0.2mm or More),1980M06,Birr,Number,25.0
Raindays (0.2mm or More),1980M06,Valentia Observatory,Number,25.0
Raindays (0.2mm or More),1980M06,Casement,Number,23.0
Raindays (0.2mm or More),1980M06,Claremorris,Number,27.0
Raindays (0.2mm or More),1980M06,Clones,Number,25.0
Raindays (0.2mm or More),1980M06,Cork airport,Number,22.0
Raindays (0.2mm or More),1980M06,Dublin airport,Number,24.0
Raindays (0.2mm or More),1980M06,Galway,Number,27.0
Raindays (0.2mm or More),1980M06,Kilkenny,Number,20.0
Raindays (0.2mm or More),1980M06,Malin head,Number,21.0
Raindays (0.2mm or More),1980M06,Mullingar,Number,27.0
Raindays (0.2mm or More),1980M06,Roches Point,Number,19.0
Raindays (0.2mm or More),1980M06,Rosslare,Number,23.0
Raindays (0.2mm or More),1980M06,Shannon airport,Number,27.0
Raindays (0.2mm or More),1980M07,Belmullet,Number,21.0
Raindays (0.2mm or More),1980M07,Birr,Number,20.0
Raindays (0.2mm or More),1980M07,Valentia Observatory,Number,21.0
Raindays (0.2mm or More),1980M07,Casement,Number,14.0
Raindays (0.2mm or More),1980M07,Claremorris,Number,24.0
Raindays (0.2mm or More),1980M07,Clones,Number,20.0
Raindays (0.2mm or More),1980M07,Cork airport,Number,22.0
Raindays (0.2mm or More),1980M07,Dublin airport,Number,14.0
Raindays (0.2mm or More),1980M07,Galway,Number,20.0
Raindays (0.2mm or More),1980M07,Kilkenny,Number,16.0
Raindays (0.2mm or More),1980M07,Malin head,Number,22.0
Raindays (0.2mm or More),1980M07,Mullingar,Number,19.0
Raindays (0.2mm or More),1980M07,Roches Point,Number,19.0
Raindays (0.2mm or More),1980M07,Rosslare,Number,16.0
Raindays (0.2mm or More),1980M07,Shannon airport,Number,21.0
Raindays (0.2mm or More),1980M08,Belmullet,Number,17.0
Raindays (0.2mm or More),1980M08,Birr,Number,19.0
Raindays (0.2mm or More),1980M08,Valentia Observatory,Number,21.0
Raindays (0.2mm or More),1980M08,Casement,Number,19.0
Raindays (0.2mm or More),1980M08,Claremorris,Number,21.0
Raindays (0.2mm or More),1980M08,Clones,Number,20.0
Raindays (0.2mm or More),1980M08,Cork airport,Number,16.0
Raindays (0.2mm or More),1980M08,Dublin airport,Number,18.0
Raindays (0.2mm or More),1980M08,Galway,Number,21.0
Raindays (0.2mm or More),1980M08,Kilkenny,Number,16.0
Raindays (0.2mm or More),1980M08,Malin head,Number,19.0
Raindays (0.2mm or More),1980M08,Mullingar,Number,18.0
Raindays (0.2mm or More),1980M08,Roches Point,Number,18.0
Raindays (0.2mm or More),1980M08,Rosslare,Number,18.0
Raindays (0.2mm or More),1980M08,Shannon airport,Number,21.0
Raindays (0.2mm or More),1980M09,Belmullet,Number,26.0
Raindays (0.2mm or More),1980M09,Birr,Number,19.0
Raindays (0.2mm or More),1980M09,Valentia Observatory,Number,27.0
Raindays (0.2mm or More),1980M09,Casement,Number,19.0
Raindays (0.2mm or More),1980M09,Claremorris,Number,24.0
Raindays (0.2mm or More),1980M09,Clones,Number,23.0
Raindays (0.2mm or More),1980M09,Cork airport,Number,17.0
Raindays (0.2mm or More),1980M09,Dublin airport,Number,18.0
Raindays (0.2mm or More),1980M09,Galway,Number,22.0
Raindays (0.2mm or More),1980M09,Kilkenny,Number,19.0
Raindays (0.2mm or More),1980M09,Malin head,Number,27.0
Raindays (0.2mm or More),1980M09,Mullingar,Number,19.0
Raindays (0.2mm or More),1980M09,Roches Point,Number,14.0
Raindays (0.2mm or More),1980M09,Rosslare,Number,17.0
Raindays (0.2mm or More),1980M09,Shannon airport,Number,22.0
Raindays (0.2mm or More),1980M10,Belmullet,Number,27.0
Raindays (0.2mm or More),1980M10,Birr,Number,19.0
Raindays (0.2mm or More),1980M10,Valentia Observatory,Number,27.0
Raindays (0.2mm or More),1980M10,Casement,Number,21.0
Raindays (0.2mm or More),1980M10,Claremorris,Number,20.0
Raindays (0.2mm or More),1980M10,Clones,Number,19.0
Raindays (0.2mm or More),1980M10,Cork airport,Number,21.0
Raindays (0.2mm or More),1980M10,Dublin airport,Number,22.0
Raindays (0.2mm or More),1980M10,Galway,Number,23.0
Raindays (0.2mm or More),1980M10,Kilkenny,Number,19.0
Raindays (0.2mm or More),1980M10,Malin head,Number,24.0
Raindays (0.2mm or More),1980M10,Mullingar,Number,21.0
Raindays (0.2mm or More),1980M10,Roches Point,Number,19.0
Raindays (0.2mm or More),1980M10,Rosslare,Number,19.0
Raindays (0.2mm or More),1980M10,Shannon airport,Number,24.0
Raindays (0.2mm or More),1980M11,Belmullet,Number,22.0
Raindays (0.2mm or More),1980M11,Birr,Number,18.0
Raindays (0.2mm or More),1980M11,Valentia Observatory,Number,18.0
Raindays (0.2mm or More),1980M11,Casement,Number,15.0
Raindays (0.2mm or More),1980M11,Claremorris,Number,19.0
Raindays (0.2mm or More),1980M11,Clones,Number,16.0
Raindays (0.2mm or More),1980M11,Cork airport,Number,17.0
Raindays (0.2mm or More),1980M11,Dublin airport,Number,14.0
Raindays (0.2mm or More),1980M11,Galway,Number,15.0
Raindays (0.2mm or More),1980M11,Kilkenny,Number,18.0
Raindays (0.2mm or More),1980M11,Malin head,Number,22.0
Raindays (0.2mm or More),1980M11,Mullingar,Number,16.0
Raindays (0.2mm or More),1980M11,Roches Point,Number,15.0
Raindays (0.2mm or More),1980M11,Rosslare,Number,14.0
Raindays (0.2mm or More),1980M11,Shannon airport,Number,16.0
Raindays (0.2mm or More),1980M12,Belmullet,Number,27.0
Raindays (0.2mm or More),1980M12,Birr,Number,21.0
Raindays (0.2mm or More),1980M12,Valentia Observatory,Number,27.0
Raindays (0.2mm or More),1980M12,Casement,Number,18.0
